var,state,year,value
,base,2035,12.579
,base,2036,13.0455
,base,2037,13.5147
,base,2038,13.9866
,base,2039,14.461
,base,2040,14.938
,base,2041,15.4174
,base,2042,15.8993
,base,2043,16.3836
,base,2044,16.8702
,base,2045,17.3592
,base,2046,17.8506
,base,2047,18.3445
,base,2048,18.8408
,base,2049,19.3397
,base,2020,35.8934
,base,2021,37.7091
,base,2022,37.1969
,base,2023,37.8824
,base,2024,38.8955
,base,2025,39.5667
,base,2026,39.8548
,base,2027,40.2249
,base,2028,40.6022
,base,2029,40.984
,base,2030,41.3694
,base,2031,41.7581
,base,2032,42.1495
,base,2033,42.5422
,base,2034,42.936
,base,2035,43.3305
,base,2036,43.7259
,base,2037,44.1233
,base,2038,44.5228
,base,2039,44.9244
,base,2040,45.328
,base,2041,45.734
,base,2042,46.1423
,base,2043,46.5531
,base,2044,46.9665
,base,2045,47.3829
,base,2046,47.8023
,base,2047,48.2252
,base,2048,48.6519
,base,2049,49.083
,base,2020,19.3453
,base,2021,19.6421
,base,2022,19.4997
,base,2023,19.61
,base,2024,20.1952
,base,2025,20.2986
,base,2026,20.4741
,base,2027,20.6469
,base,2028,20.8243
,base,2029,21.0033
,base,2030,21.183
,base,2031,21.3627
,base,2032,21.542
,base,2033,21.7206
,base,2034,21.8984
,base,2035,22.0754
,base,2036,22.2517
,base,2037,22.4277
,base,2038,22.6035
,base,2039,22.7793
,base,2040,22.9549
,base,2041,23.1305
,base,2042,23.3063
,base,2043,23.4822
,base,2044,23.6584
,base,2045,23.835
,base,2046,24.0121
,base,2047,24.19
,base,2048,24.3689
,base,2049,24.5489
,base,2020,71.3827
,base,2021,72.6925
,base,2022,72.5919
,base,2023,74.2618
,base,2024,76.8851
,base,2025,77.8249
,base,2026,78.7926
,base,2027,79.7568
,base,2028,80.7292
,base,2029,81.7042
,base,2030,82.6817
,base,2031,83.6607
,base,2032,84.64
,base,2033,85.6184
,base,2034,86.5956
,base,2035,87.5713
,base,2036,88.546
,base,2037,89.522
,base,2038,90.4992
